GENE_PRODUCT_DB	GENE_PRODUCT_ID	SYMBOL	QUALIFIER	GO_TERM	GO_NAME	ECO_ID	GO_EVIDENCE_CODE	REFERENCE	WITH_FROM	TAXON_ID	ASSIGNED_BY	ANNOTATION_EXTENSION	GO_ASPECT
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0005886	plasma membrane	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P57087	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0070160	tight junction	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9JI59	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0005923	bicellular tight junction	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0796	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0070161	anchoring junction	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0965	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000316	IGI	PMID:22180726	ZFIN:ZDB-GENO-120127-11,ZFIN:ZDB-GENO-120130-990	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000316	IGI	PMID:22180726	ZFIN:ZDB-GENO-120127-11,ZFIN:ZDB-MRPHLNO-120130-2	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000316	IGI	PMID:22180726	ZFIN:ZDB-GENO-120130-990,ZFIN:ZDB-MRPHLNO-120130-1	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0048534	hematopoietic or lymphoid organ development	ECO:0000315	IMP	PMID:25119047	ZFIN:ZDB-GENO-120127-11	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0048534	hematopoietic or lymphoid organ development	ECO:0000315	IMP	PMID:25119047	ZFIN:ZDB-MRPHLNO-120130-1	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	involved_in	GO:0048742	regulation of skeletal muscle fiber development	ECO:0000315	IMP	PMID:32165147	ZFIN:ZDB-GENO-210728-4	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000315	IMP	PMID:22180726	ZFIN:ZDB-GENO-120127-11	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000315	IMP	PMID:22180726	ZFIN:ZDB-MRPHLNO-120130-1	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within	GO:0007520	myoblast fusion	ECO:0000315	IMP	PMID:35709765	ZFIN:ZDB-GENO-120127-11	7955	ZFIN		P
UniProtKB	A0A0R4IGV4	jam2a	acts_upstream_of_or_within_positive_effect	GO:0007520	myoblast fusion	ECO:0000315	IMP	PMID:30467785	ZFIN:ZDB-GENO-120127-11	7955	ZFIN	part_of(GO:0007519)	P
UniProtKB	A0A0R4IGV4	jam2a	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18296487	UniProtKB:A3KPA0	7955	ZFIN		F
UniProtKB	A0A0R4IGV4	jam2a	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:25119047	ZFIN:ZDB-GENE-030131-2416	7955	ZFIN	has_input(ZFIN:ZDB-GENE-030131-2416)	F
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0005923	bicellular tight junction	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0265	7955	UniProt		C
UniProtKB	A0A0R4IGV4	jam2a	located_in	GO:0070161	anchoring junction	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0038	7955	UniProt		C
UniProtKB	A0A0R4IJ49	rps19	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000194951|TAIR:locus:2078633|TAIR:locus:2159486	7955	GO_Central		F
UniProtKB	A0A0R4IJ49	rps19	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1333780|PANTHER:PTN000194951|RGD:68440|SGD:S000005246|SGD:S000005481|UniProtKB:P39019|UniProtKB:Q8IFP2	7955	GO_Central		C
UniProtKB	A0A0R4IJ49	rps19	involved_in	GO:0000028	ribosomal small subunit assembly	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000194951|UniProtKB:P39019	7955	GO_Central		P
UniProtKB	A0A0R4IJ49	rps19	enables	GO:0003735	structural constituent of ribosome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001266|InterPro:IPR018277	7955	InterPro		F
UniProtKB	A0A0R4IJ49	rps19	located_in	GO:0005840	ribosome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001266|InterPro:IPR018277	7955	InterPro		C
UniProtKB	A0A0R4IJ49	rps19	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001266|InterPro:IPR018277	7955	InterPro		P
UniProtKB	A0A0R4IJ49	rps19	part_of	GO:1990904	ribonucleoprotein complex	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0687	7955	UniProt		C
UniProtKB	A0A0R4IJ49	rps19	located_in	GO:0005840	ribosome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0689	7955	UniProt		C
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	ECO:0000316	IGI	PMID:21223253	ZFIN:ZDB-MRPHLNO-070126-7,ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	contributes_to	GO:0003735	structural constituent of ribosome	ECO:0000315	IMP	PMID:18515656	ZFIN:ZDB-MRPHLNO-091103-1	7955	ZFIN		F
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0045088	regulation of innate immune response	ECO:0000315	IMP	PMID:29581525	ZFIN:ZDB-MRPHLNO-091103-1	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0045646	regulation of erythrocyte differentiation	ECO:0000315	IMP	PMID:18515656	ZFIN:ZDB-MRPHLNO-091103-1	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	located_in	GO:0005840	ribosome	ECO:0000315	IMP	PMID:18515656	ZFIN:ZDB-MRPHLNO-091103-1	7955	ZFIN		C
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0048821	erythrocyte development	ECO:0000315	IMP	PMID:22734070	ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0042541	hemoglobin biosynthetic process	ECO:0000315	IMP	PMID:25058426	ZFIN:ZDB-GENO-151013-1	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0030218	erythrocyte differentiation	ECO:0000315	IMP	PMID:21223253	ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0035284	brain segmentation	ECO:0000315	IMP	PMID:18653748	ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0043009	chordate embryonic development	ECO:0000315	IMP	PMID:17183665	ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	acts_upstream_of_or_within	GO:0043009	chordate embryonic development	ECO:0000315	IMP	PMID:22734070	ZFIN:ZDB-MRPHLNO-070326-7	7955	ZFIN		P
UniProtKB	A0A0R4IJ49	rps19	involved_in	GO:0048856	anatomical structure development	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026942	7955	UniProt		P
UniProtKB	A0A0R4IJT8	fa22h09	part_of	GO:0005832	chaperonin-containing T-complex	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107183|PANTHER:PTN000144200|PomBase:SPBC337.05c|SGD:S000003545|UniProtKB:O96220|UniProtKB:P50990|UniProtKB:Q3ZCI9	7955	GO_Central		C
UniProtKB	A0A0R4IJT8	fa22h09	involved_in	GO:0006457	protein folding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN004253040|SGD:S000001404|SGD:S000002302|SGD:S000002596|SGD:S000002620|SGD:S000003545|SGD:S000003551|SGD:S000003647|SGD:S000003825|UniProtKB:P17987|UniProtKB:P40227|UniProtKB:P48643|UniProtKB:P49368|UniProtKB:P50990|UniProtKB:P50991|UniProtKB:P78371|UniProtKB:Q92526|UniProtKB:Q99832	7955	GO_Central		P
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0051082	unfolded protein binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN004253040|SGD:S000001404|SGD:S000002302|SGD:S000002596|SGD:S000002620|SGD:S000003545|SGD:S000003551|SGD:S000003647|SGD:S000003825	7955	GO_Central		F
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0016887	ATP hydrolysis activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002194|InterPro:IPR012721	7955	InterPro		F
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002194|InterPro:IPR002423|InterPro:IPR012721	7955	InterPro		F
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0051082	unfolded protein binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002194|InterPro:IPR012721	7955	InterPro		F
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0140662	ATP-dependent protein folding chaperone	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017998	7955	InterPro		F
UniProtKB	A0A0R4IJT8	fa22h09	involved_in	GO:0006457	protein folding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002194|InterPro:IPR012721	7955	InterPro		P
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0000166	nucleotide binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	7955	UniProt		F
UniProtKB	A0A0R4IJT8	fa22h09	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	7955	UniProt		C
UniProtKB	A0A0R4IJT8	fa22h09	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	7955	UniProt		F
UniProtKB	A0A0R4IJT8	fa22h09	acts_upstream_of_or_within	GO:0035095	behavioral response to nicotine	ECO:0000315	IMP	PMID:19858493	ZFIN:ZDB-GENO-100122-2	7955	ZFIN		P
UniProtKB	A0A0R4IJU5	zgc:123199	is_active_in	GO:0030672	synaptic vesicle membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:103020|MGI:MGI:1351334|MGI:MGI:98460|PANTHER:PTN000851499|RGD:3797|RGD:3798|RGD:3799	7955	GO_Central		C
UniProtKB	A0A0R4IJU5	zgc:123199	involved_in	GO:0007269	neurotransmitter secretion	ECO:0000318	IBA	PMID:21873635	MGI:MGI:103020|MGI:MGI:98460|PANTHER:PTN000851499	7955	GO_Central		P
UniProtKB	A0A0R4IJU5	zgc:123199	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013815	7955	InterPro		F
UniProtKB	A0A0R4IJU5	zgc:123199	located_in	GO:0008021	synaptic vesicle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001359	7955	InterPro		C
UniProtKB	A0A0R4IJU5	zgc:123199	involved_in	GO:0007269	neurotransmitter secretion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001359	7955	InterPro		P
UniProtKB	A0A0R4IJU5	zgc:123199	located_in	GO:0045202	synapse	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0770	7955	UniProt		C
UniProtKB	A0A0R4IJU5	zgc:123199	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20097902	UniProtKB:A2A121	7955	IntAct	occurs_in(GO:0043005)	F
UniProtKB	A0A0R4IM91	trpc4a	enables	GO:0015279	store-operated calcium channel activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109523|MGI:MGI:109528|PANTHER:PTN000012230|UniProtKB:Q9UBN4|WB:WBGene00004976	7955	GO_Central		F
UniProtKB	A0A0R4IM91	trpc4a	part_of	GO:0034703	cation channel complex	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003861|FB:FBgn0005614|FB:FBgn0032593|PANTHER:PTN000012230|UniProtKB:Q9UBN4|UniProtKB:Q9UL62	7955	GO_Central		C
UniProtKB	A0A0R4IM91	trpc4a	involved_in	GO:0051480	regulation of cytosolic calcium ion concentration	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000012230|UniProtKB:P48995	7955	GO_Central		P
UniProtKB	A0A0R4IM91	trpc4a	involved_in	GO:0070588	calcium ion transmembrane transport	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003861|FB:FBgn0005614|PANTHER:PTN000012230|UniProtKB:Q13507	7955	GO_Central		P
UniProtKB	A0A0R4IM91	trpc4a	is_active_in	GO:0005886	plasma membrane	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003861|FB:FBgn0005614|MGI:MGI:109523|MGI:MGI:109525|MGI:MGI:109527|MGI:MGI:109528|PANTHER:PTN000012230|UniProtKB:P48995|UniProtKB:Q13507|UniProtKB:Q9UBN4|UniProtKB:Q9Y210|WB:WBGene00004976|ZFIN:ZDB-GENE-120329-1	7955	GO_Central		C
UniProtKB	A0A0R4IM91	trpc4a	enables	GO:0070679	inositol 1,4,5 trisphosphate binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109524|MGI:MGI:109525|MGI:MGI:109527|PANTHER:PTN000012230|UniProtKB:P48995|UniProtKB:Q13507|UniProtKB:Q9Y210	7955	GO_Central		F
UniProtKB	A0A0R4IM91	trpc4a	enables	GO:0005216	monoatomic ion channel activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005821	7955	InterPro		F
UniProtKB	A0A0R4IM91	trpc4a	enables	GO:0005262	calcium channel activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002153	7955	InterPro		F
UniProtKB	A0A0R4IM91	trpc4a	involved_in	GO:0055085	transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005821	7955	InterPro		P
UniProtKB	A0A0R4IM91	trpc4a	involved_in	GO:0070588	calcium ion transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002153	7955	InterPro		P
UniProtKB	A0A0R4IM91	trpc4a	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002153|InterPro:IPR005821	7955	InterPro		C
UniProtKB	A0A0R4IM91	trpc4a	involved_in	GO:0006811	monoatomic ion transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005821	7955	InterPro		P
UniProtKB	A0A0R4IM91	trpc4a	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A0A0R4IM91	trpc4a	located_in	GO:0005886	plasma membrane	ECO:0000314	IDA	PMID:29717981		7955	ZFIN		C
UniProtKB	A0A0R4IM91	trpc4a	enables	GO:0005261	monoatomic cation channel activity	ECO:0000314	IDA	PMID:29717981		7955	ZFIN		F
UniProtKB	A0A0R4IM91	trpc4a	acts_upstream_of_or_within	GO:0006812	monoatomic cation transport	ECO:0000314	IDA	PMID:29717981		7955	ZFIN		P
UniProtKB	A0A0R4IM91	trpc4a	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	7955	UniProt		C
UniProtKB	A0A0R4IP15	cb333	involved_in	GO:0098609	cell-cell adhesion	ECO:0000318	IBA	PMID:21873635	FB:FBgn0021764|FB:FBgn0031872|MGI:MGI:104753|MGI:MGI:2135283|PANTHER:PTN002548291|UniProtKB:P28685|UniProtKB:P35331|UniProtKB:Q9HCK4	7955	GO_Central		P
UniProtKB	A0A0R4IP15	cb333	involved_in	GO:0007411	axon guidance	ECO:0000318	IBA	PMID:21873635	FB:FBgn0011592|MGI:MGI:94869|PANTHER:PTN008688117|RGD:2492|WB:WBGene00006776	7955	GO_Central		P
UniProtKB	A0A0R4IP15	cb333	is_active_in	GO:0005886	plasma membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:94869|PANTHER:PTN008688117|RGD:2492|UniProtKB:Q92859|WB:WBGene00006776	7955	GO_Central		C
UniProtKB	A0A0R4IP15	cb333	is_active_in	GO:0009986	cell surface	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1097159|PANTHER:PTN008688117	7955	GO_Central		C
UniProtKB	A0A0R4IP15	cb333	is_active_in	GO:0044295	axonal growth cone	ECO:0000318	IBA	PMID:21873635	FB:FBgn0011592|PANTHER:PTN008688117|WB:WBGene00006776	7955	GO_Central		C
UniProtKB	A0A0R4IP15	cb333	involved_in	GO:0001764	neuron migration	ECO:0000318	IBA	PMID:21873635	MGI:MGI:94869|PANTHER:PTN008688117|WB:WBGene00006776	7955	GO_Central		P
UniProtKB	A0A0R4IP15	cb333	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010560	7955	InterPro		C
UniProtKB	A0A0R4IP15	cb333	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A0A0R4IP15	cb333	acts_upstream_of_or_within	GO:0000902	cell morphogenesis	ECO:0000315	IMP	PMID:31399534	ZFIN:ZDB-MRPHLNO-110301-10	7955	ZFIN		P
UniProtKB	A0A0R4IP15	cb333	acts_upstream_of_or_within	GO:0000902	cell morphogenesis	ECO:0000315	IMP	PMID:31399534	ZFIN:ZDB-MRPHLNO-200318-1	7955	ZFIN		P
UniProtKB	A0A0R4IP15	cb333	acts_upstream_of_or_within	GO:0001756	somitogenesis	ECO:0000315	IMP	PMID:15081375		7955	ZFIN		P
UniProtKB	A0A0R4IP15	cb333	acts_upstream_of_or_within	GO:0001841	neural tube formation	ECO:0000315	IMP	PMID:15081375		7955	ZFIN		P
UniProtKB	A0A0R4IP15	cb333	acts_upstream_of_or_within	GO:0007399	nervous system development	ECO:0000315	IMP	PMID:15081375		7955	ZFIN		P
UniProtKB	A0A0R4IP15	cb333	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20802085	UniProtKB:F1QUK5	7955	IntAct		F
UniProtKB	A0A0R4IP15	cb333	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:O42140	7955	IntAct		F
UniProtKB	A0A0R4IP15	cb333	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:Q1JQE7	7955	IntAct		F
UniProtKB	A0A0R4IP15	cb333	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:Q1LVM8	7955	IntAct		F
UniProtKB	A0A0R4IP15	cb333	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:Q6IYD1	7955	IntAct		F
UniProtKB	A0A0R4IP15	cb333	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	7955	UniProt		C
UniProtKB	A0A0R4IRF0	zgc:101797	involved_in	GO:0060271	cilium assembly	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1346335|MGI:MGI:1918312|PANTHER:PTN000462267|ZFIN:ZDB-GENE-041114-99|ZFIN:ZDB-GENE-080130-2	7955	GO_Central		P
UniProtKB	A0A0R4IRF0	zgc:101797	involved_in	GO:0060294	cilium movement involved in cell motility	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1346335|MGI:MGI:1918312|MGI:MGI:1919090|PANTHER:PTN000462267	7955	GO_Central		P
UniProtKB	A0A0R4IRF0	zgc:101797	is_active_in	GO:0015630	microtubule cytoskeleton	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1333819|MGI:MGI:1346335|PANTHER:PTN000462267|UniProtKB:A6H782|UniProtKB:Q2T9Q6|UniProtKB:Q2TA38|UniProtKB:Q32KZ9	7955	GO_Central		C
UniProtKB	A0A0R4IRF0	zgc:101797	involved_in	GO:0060294	cilium movement involved in cell motility	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000435	7955	InterPro		P
UniProtKB	A0A0R4IRF0	zgc:101797	located_in	GO:0005929	cilium	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0969	7955	UniProt		C
UniProtKB	A0A0R4IRF0	zgc:101797	located_in	GO:0031514	motile cilium	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0282	7955	UniProt		C
UniProtKB	A0A0R4IRF0	zgc:101797	located_in	GO:0042995	cell projection	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0966	7955	UniProt		C
UniProtKB	A0A0R4IRF0	zgc:101797	enables	GO:0003674	molecular_function	ECO:0000307	ND	GO_REF:0000015		7955	ZFIN		F
UniProtKB	A0A0R4IRF0	zgc:101797	acts_upstream_of_or_within	GO:0060271	cilium assembly	ECO:0000316	IGI	PMID:29121203	ZFIN:ZDB-MRPHLNO-180530-1,ZFIN:ZDB-MRPHLNO-180530-2	7955	ZFIN		P
UniProtKB	A0A0R4IRF0	zgc:101797	acts_upstream_of_or_within	GO:0060271	cilium assembly	ECO:0000315	IMP	PMID:29121203	ZFIN:ZDB-MRPHLNO-180530-1	7955	ZFIN		P
UniProtKB	A0A0R4IRF0	zgc:101797	located_in	GO:0031514	motile cilium	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0117	7955	UniProt		C
UniProtKB	A0A0R4IRF0	zgc:101797	involved_in	GO:0060271	cilium assembly	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350755	7955	UniProt		P
UniProtKB	A0A0R4IRF0	zgc:101797	involved_in	GO:0060294	cilium movement involved in cell motility	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350755	7955	UniProt		P
UniProtKB	A0A0R4IRF0	zgc:101797	located_in	GO:0015630	microtubule cytoskeleton	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350755	7955	UniProt		C
UniProtKB	A0A0R4ISJ3	wu:fb38g12	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:891964|PANTHER:PTN002643517|SGD:S000005574|TAIR:locus:2020073|UniProtKB:Q57XA6	7955	GO_Central		F
UniProtKB	A0A0R4ISJ3	wu:fb38g12	enables	GO:0004534	5'-3' RNA exonuclease activity	ECO:0000318	IBA	PMID:21873635	CGD:CAL0000180194|CGD:CAL0000192354|FB:FBgn0031868|MGI:MGI:891964|PANTHER:PTN002643517|PomBase:SPAC17A5.14|PomBase:SPAC26A3.12c|SGD:S000003141|SGD:S000005574|TAIR:locus:2005614|TAIR:locus:2020073|UniProtKB:Q8IZH2|UniProtKB:Q9FQ02|WB:WBGene00006964	7955	GO_Central		F
UniProtKB	A0A0R4ISJ3	wu:fb38g12	is_active_in	GO:0005634	nucleus	ECO:0000318	IBA	PMID:21873635	FB:FBgn0031868|PANTHER:PTN002643517|PomBase:SPAC26A3.12c|SGD:S000003141|SGD:S000005574|TAIR:locus:2005614|UniProtKB:Q57U81|UniProtKB:Q57XA6|UniProtKB:Q9FQ02|UniProtKB:Q9H0D6|WB:WBGene00006964	7955	GO_Central		C
UniProtKB	A0A0R4ISJ3	wu:fb38g12	involved_in	GO:0000956	nuclear-transcribed mRNA catabolic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0020261|PANTHER:PTN002643517|PomBase:SPAC26A3.12c|SGD:S000003141|SGD:S000005574|TAIR:locus:2020073|UniProtKB:Q8IZH2	7955	GO_Central		P
UniProtKB	A0A0R4ISJ3	wu:fb38g12	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004859	7955	InterPro		F
UniProtKB	A0A0R4ISJ3	wu:fb38g12	enables	GO:0004527	exonuclease activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004859	7955	InterPro		F
