id	name	namespace	alt_id	def	comment	subset	synonym	xref	is_a	relationship	property_value
GO:0000240	diplotene	biological_process		The cell cycle phase which follows pachytene during prophase I of meiosis, during which the homologous chromosomes begin to separate and the synaptonemal complex dissolves. [GOC:mtg_cell_cycle]	Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).	gocheck_do_not_annotate		Wikipedia:Meiosis#Diplotene	GO:0098764 ! meiosis I cell cycle phase	part_of GO:0007128 ! meiotic prophase I	
GO:0000241	diakinesis	biological_process		The cell cycle phase which follows diplotene during prophase I of meiosis, the separation of homologous chromosomes is complete and crossing over has occurred. [GOC:mtg_cell_cycle]	Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).	gocheck_do_not_annotate		Wikipedia:Meiosis#Diakinesis	GO:0098764 ! meiosis I cell cycle phase	part_of GO:0007128 ! meiotic prophase I	
GO:0000279	M phase	biological_process		A cell cycle phase during which nuclear division occurs, and which is comprises the phases: prophase, metaphase, anaphase and telophase. [GOC:mtg_cell_cycle]	Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).	gocheck_do_not_annotate	M-phase EXACT []	Wikipedia:M_phase	GO:0022403 ! cell cycle phase		
GO:0000413	protein peptidyl-prolyl isomerization	biological_process		The modification of a protein by cis-trans isomerization of a proline residue. [GOC:krc, PMID:16959570]		gocheck_do_not_annotate	protein proline isomerization EXACT []		GO:0018208 ! peptidyl-proline modification		
GO:0000910	cytokinesis	biological_process	GO:0033205	The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells. [GOC:mtg_cell_cycle]	Note that this term should not be used for direct annotation. When annotating eukaryotic species, mitotic or meiotic cytokinesis should always be specified for manual annotation and for prokaryotic species use 'FtsZ-dependent cytokinesis ; GO:0043093' or Cdv-dependent cytokinesis ; GO:0061639. Also, note that cytokinesis does not necessarily result in physical separation and detachment of the two daughter cells from each other.	goslim_yeast	cytokinesis involved in cell cycle EXACT [GOC:dph, GOC:tb]	Wikipedia:Cytokinesis	GO:0022402 ! cell cycle process	has_part GO:0016043 ! cellular component organization	
GO:0001101	response to acid chemical	biological_process		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form. [GOC:go_curators, GOC:rn]	This term should be used to describe a response to a specific acid as a chemical. E.g., if an organism were responding to glutamate, then the response would be glutamate-specific; the organism is actually responding to the chemical structure of the anion portion of the dissociated acid. Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC. If annotating experiments where an acid is playing a role as a proton donor, please annotate to GO:0010447 'response to acidic pH' instead.	gocheck_do_not_annotate	response to oxoanion RELATED []		GO:0042221 ! response to chemical		
GO:0001539	cilium or flagellum-dependent cell motility	biological_process		Cell motility due to movement of eukaryotic cilia or bacterial-type flagella or archaeal-type flagella. [GOC:cilia, GOC:hjd, GOC:krc]	Note that we deem eukaryotic cilia and microtubule-based flagella to be equivalent, while the bacterial- and archaeal-type flagella have a different structure. The former are microtubule-based structures that lash back and forth and are present only in eukaryotes, while the latter achieve motility by rotation. Bacterial- and archaeal-type flagella are superficially similar but have a different molecular composition and fine structure. These three structures never co-exist in the same organism. Therefore, GO:0001539 'cilium or flagellum-dependent cell motility' is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term. Direct annotations to GO:0001539 'cilium or flagellum-dependent cell motility' may be amended during annotation QC.	gocheck_do_not_annotate	ciliary/flagellar motility EXACT []		GO:0009987 ! cellular process		
GO:0001816	cytokine production	biological_process	GO:0050663	The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	goslim_pir	interleukin secretion NARROW [GOC:add, GOC:mah, http://wiki.geneontology.org/index.php/Why_isn%27t_interleukin_in_GO%3F]		GO:0032501 ! multicellular organismal process		term_tracker_item https://github.com/geneontology/go-ontology/issues/19116 xsd:anyURI
GO:0001977	renal system process involved in regulation of blood volume	biological_process		A slow mechanism of blood pressure regulation that responds to changes in pressure resulting from fluid and salt intake by modulating the quantity of blood in the circulatory system. [GOC:dph, GOC:tb, ISBN:0721643949]		gocheck_do_not_annotate	renal regulation of blood volume RELATED [GOC:dph, GOC:tb]		GO:0032501 ! multicellular organismal process	part_of GO:0065007 ! biological regulation	
GO:0002030	inhibitory G protein-coupled receptor phosphorylation	biological_process		The process that inhibits the signaling function of a G protein-coupled receptor by addition of a phosphate group to its third intracellular loop consensus site. [PMID:8396717]		gocheck_do_not_annotate	inhibitory G-protein coupled receptor phosphorylation EXACT []		GO:0006468 ! protein phosphorylation	part_of GO:0048585 ! negative regulation of response to stimulus	RO:0002161 NCBITaxon:4751
GO:0002084	protein depalmitoylation	biological_process		The removal of palymitoyl groups from a lipoprotein. [GOC:hjd]		gocheck_do_not_annotate			GO:1901565 ! organonitrogen compound catabolic process		
GO:0002367	cytokine production involved in immune response	biological_process	GO:0002375	The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels. [GO_REF:0000022, GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	cytokine secretion involved in immune response RELATED []		GO:0002440 ! production of molecular mediator of immune response	part_of GO:0050896 ! response to stimulus	
GO:0002368	B cell cytokine production	biological_process		Any process that contributes to cytokine production by a B cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	B-lymphocyte cytokine production EXACT []		GO:0050896 ! response to stimulus		
GO:0002369	T cell cytokine production	biological_process		Any process that contributes to cytokine production by a T cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	T-lymphocyte cytokine production EXACT []		GO:0050896 ! response to stimulus		
GO:0002370	natural killer cell cytokine production	biological_process		Any process that contributes to cytokine production by a natural killer cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	NK cell cytokine production EXACT []		GO:0044419 ! biological process involved in interspecies interaction between organisms		
GO:0002371	dendritic cell cytokine production	biological_process		Any process that contributes to cytokine production by a dendritic cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0002367 ! cytokine production involved in immune response		
GO:0002372	myeloid dendritic cell cytokine production	biological_process		Any process that contributes to cytokine production by a myeloid dendritic cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0061082 ! myeloid leukocyte cytokine production		
GO:0002373	plasmacytoid dendritic cell cytokine production	biological_process		Any process that contributes to cytokine production by a plasmacytoid dendritic cell. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0002371 ! dendritic cell cytokine production		
GO:0002377	immunoglobulin production	biological_process	GO:0048305	The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	immunoglobulin secretion NARROW []		GO:0002440 ! production of molecular mediator of immune response		
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	biological_process	GO:0002380	The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus during an immune response, resulting in an increase in its intracellular or extracellular levels. [GOC:add, ISBN:0781735149, PMID:9185563]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	immunoglobulin secretion involved in immune response NARROW []		GO:0002377 ! immunoglobulin production	part_of GO:0050896 ! response to stimulus	
GO:0002426	immunoglobulin production in mucosal tissue	biological_process		The synthesis and release of immunoglobulin in the mucosal tissue. [GOC:jal]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	antibody production in mucosal tissue EXACT []		GO:0002381 ! immunoglobulin production involved in immunoglobulin-mediated immune response		
GO:0002440	production of molecular mediator of immune response	biological_process		The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels. [GO_REF:0000022, GOC:add, ISBN:0781735149]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate	production of cellular mediator of immune response RELATED []		GO:0009059 ! macromolecule biosynthetic process		
GO:0002534	cytokine production involved in inflammatory response	biological_process		The synthesis or release of a cytokine following a inflammatory stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels. [GOC:add, ISBN:0781735149]		gocheck_do_not_annotate	cytokine production involved in acute inflammatory response BROAD []		GO:0001816 ! cytokine production	part_of GO:0050896 ! response to stimulus	
GO:0002775	antimicrobial peptide production	biological_process		The synthesis or release of an antimicrobial peptide during an immune response, resulting in an increase in intracellular or extracellular levels. Such peptides may have protective properties against bacteria, fungi, viruses, or protozoa. [GOC:add, ISBN:0781735149, PMID:11807545, PMID:15638771]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0002440 ! production of molecular mediator of immune response	part_of GO:0044419 ! biological process involved in interspecies interaction between organisms	
GO:0002778	antibacterial peptide production	biological_process		The synthesis or release of an antibacterial peptide during an immune response, resulting in an increase in intracellular or extracellular levels. [GOC:add, ISBN:0781735149, PMID:11807545, PMID:15638771]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0002775 ! antimicrobial peptide production		
GO:0002781	antifungal peptide production	biological_process		The synthesis or release of an antifungal peptide during an immune response, resulting in an increase in intracellular or extracellular levels. [GOC:add, ISBN:0781735149, PMID:11807545, PMID:15638771]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0002775 ! antimicrobial peptide production		
GO:0002831	regulation of response to biotic stimulus	biological_process		Any process that modulates the frequency, rate, or extent of a response to biotic stimulus. [GOC:add]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.	gocheck_do_not_annotate			GO:0048583 ! regulation of response to stimulus	regulates GO:0009607 ! response to biotic stimulus	
GO:0002832	negative regulation of response to biotic stimulus	biological_process		Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus. [GOC:add]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.	gocheck_do_not_annotate	inhibition of response to biotic stimulus NARROW []		GO:0048585 ! negative regulation of response to stimulus	negatively_regulates GO:0009607 ! response to biotic stimulus	
GO:0002833	positive regulation of response to biotic stimulus	biological_process		Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus. [GOC:add]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.	gocheck_do_not_annotate	upregulation of response to biotic stimulus EXACT []		GO:0048584 ! positive regulation of response to stimulus	positively_regulates GO:0009607 ! response to biotic stimulus	
GO:0003845	11-beta-hydroxysteroid dehydrogenase [NAD(P)+] activity	molecular_function		Catalysis of the reaction: an 11-beta-hydroxysteroid + NAD(P)+ = an 11-oxosteroid + NAD(P)H + H+. [PMID:15761036]		gocheck_do_not_annotate	corticosteroid 11beta-dehydrogenase RELATED []	Wikipedia:11beta-hydroxysteroid_dehydrogenase			term_tracker_item https://github.com/geneontology/go-ontology/issues/21915 xsd:anyURI
GO:0004448	isocitrate dehydrogenase [NAD(P)+] activity	molecular_function		Catalysis of the reaction: isocitrate + NAD(P)+ = 2-oxoglutarate + CO2 + NAD(P)H. [GOC:curators]		gocheck_do_not_annotate	oxalosuccinic decarboxylase activity EXACT []				term_tracker_item https://github.com/geneontology/go-ontology/issues/23235 xsd:anyURI
GO:0005215	transporter activity	molecular_function	GO:0005478	Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, accross or in between cells. [GOC:ai, GOC:dgf]	Some transporters, such as certain members of the SLC family, are referred to as 'carriers'; however GO uses carrier with a different meaning: a carrier binds to and transports the substance (see GO:0140104 molecular carrier activity), whereas a transporter forms some pore that allows the passing of molecules.	goslim_prokaryote_ribbon	carrier RELATED []				term_tracker_item https://github.com/geneontology/go-ontology/issues/27621 xsd:anyURI
GO:0005368	taurine transmembrane transporter activity	molecular_function		Enables the transfer of taurine from one side of a membrane to the other. Taurine (2-aminoethanesulfonic acid) is a sulphur-containing amino acid derivative which is important in the metabolism of fats. [GOC:ai]		gocheck_do_not_annotate			GO:0005215 ! transporter activity	part_of GO:0071705 ! nitrogen compound transport	RO:0002161 NCBITaxon:4751
GO:0005618	cell wall	cellular_component		The rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal, most prokaryotic cells and some protozoan parasites, maintaining their shape and protecting them from osmotic lysis. In plants it is made of cellulose and, often, lignin; in fungi it is composed largely of polysaccharides; in bacteria it is composed of peptidoglycan; in protozoan parasites such as Giardia species, it's made of carbohydrates and proteins. [GOC:giardia, ISBN:0198547684, PMID:15134259, Wikipedia:Microbial_cyst]	Not to be used for manual annotation. Please choose a more specific term: for bacteria, annotate to GO:0009274; peptidoglycan-based cell wall, for plants: annotate to GO:0009505 ; plant-type cell wall, for fungi: GO:0009277 ; fungal-type cell wall, and for archae, use GO:0030115 S-layer (see PMID:31214995).	goslim_yeast		Wikipedia:Cell_wall	GO:0110165 ! cellular anatomical entity	part_of GO:0110165 ! cellular anatomical entity	term_tracker_item https://github.com/geneontology/go-ontology/issues/21669 xsd:anyURI
GO:0005622	intracellular anatomical structure	cellular_component		A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm. [ISBN:0198506732]		goslim_plant	protoplast RELATED [GOC:mah]	Wikipedia:Intracellular	GO:0110165 ! cellular anatomical entity		term_tracker_item https://github.com/geneontology/go-ontology/issues/17776 xsd:anyURI
GO:0006468	protein phosphorylation	biological_process		The process of introducing a phosphate group on to a protein. [GOC:hb]		goslim_yeast	protein amino acid phosphorylation EXACT [GOC:bf]		GO:0043412 ! macromolecule modification		
GO:0006469	negative regulation of protein kinase activity	biological_process		Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity. [GOC:go_curators]		gocheck_do_not_annotate	inhibition of protein kinase activity NARROW []		GO:0045859 ! regulation of protein kinase activity	negatively_regulates GO:0006468 ! protein phosphorylation	
GO:0006470	protein dephosphorylation	biological_process		The process of removing one or more phosphoric residues from a protein. [GOC:hb]		goslim_yeast	protein amino acid dephosphorylation EXACT [GOC:bf]		GO:0043412 ! macromolecule modification		
GO:0006473	protein acetylation	biological_process		The addition of an acetyl group to a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid. [GOC:ai]		gocheck_do_not_annotate	protein amino acid acetylation EXACT [GOC:bf]		GO:0043543 ! protein acylation		
GO:0006474	N-terminal protein amino acid acetylation	biological_process		The acetylation of the N-terminal amino acid of proteins. [GOC:ai]		gocheck_do_not_annotate	N(alpha)-terminal acetylation NARROW [PMID:11013267]		GO:0031365 ! N-terminal protein amino acid modification	part_of GO:0009059 ! macromolecule biosynthetic process	
GO:0006475	internal protein amino acid acetylation	biological_process		The addition of an acetyl group to a non-terminal amino acid in a protein. [GOC:mah]		gocheck_do_not_annotate			GO:0006473 ! protein acetylation		
GO:0006476	protein deacetylation	biological_process		The removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid. [GOC:ai]		gocheck_do_not_annotate	protein amino acid deacetylation EXACT [GOC:bf]		GO:0035601 ! protein deacylation		
GO:0006477	protein sulfation	biological_process		The addition of a sulfate group as an ester to a protein amino acid. [GOC:curators]		gocheck_do_not_annotate	protein amino acid sulphation EXACT []		GO:0044237 ! cellular metabolic process		
